Total_Stops,Price,journey_Month,Dep_hour,Arrival_hour,Duration_hours,Airline
1,5135,4,10,19,9,GoAir
1,7663,3,8,16,7,IndiGo
1,13727,5,9,21,12,Multiple carriers
0,10067,3,23,2,2,IndiGo
1,7740,6,8,21,12,Multiple carriers
1,7832,3,8,23,15,Jet Airways
0,7229,4,11,14,2,Jet Airways
0,6144,3,6,8,2,IndiGo
2,8665,3,21,19,21,Air India
1,6377,3,7,19,12,Air India
1,5092,3,11,13,25,Air India
1,3673,6,6,14,7,Air India
0,7229,5,7,10,3,Jet Airways
1,8372,6,21,7,10,Air India
1,8372,5,9,7,22,Air India
1,14714,6,7,19,11,Air Asia
1,7742,3,12,13,25,Air India
0,4174,4,15,17,2,Air India
1,6857,5,6,10,3,Air Asia
3,14015,5,9,23,13,Air India
0,4804,6,22,0,2,IndiGo
1,5842,6,7,13,6,GoAir
0,5198,3,14,16,2,IndiGo
0,6741,5,6,9,3,Vistara
0,4591,4,1,4,2,IndiGo
1,11038,3,17,8,14,Air India
0,2754,6,19,20,1,IndiGo
1,10678,6,4,19,14,Multiple carriers
0,5406,3,5,8,3,IndiGo
0,7229,5,17,20,3,Jet Airways
1,5583,4,6,11,5,SpiceJet
0,6251,3,17,19,2,SpiceJet
1,9748,3,6,11,5,IndiGo
0,4107,4,10,12,2,Air Asia
1,8784,3,7,21,13,Jet Airways
2,14083,5,10,1,15,Air India
1,13067,5,9,22,12,Jet Airways
1,7215,3,10,21,10,Multiple carriers
1,7354,6,7,19,11,Multiple carriers
1,7006,5,7,21,13,Jet Airways
1,8529,6,14,9,19,Jet Airways
0,5228,4,21,23,2,Air India
0,5000,6,5,8,3,IndiGo
0,7229,5,17,20,3,Multiple carriers
0,7229,5,18,22,3,Jet Airways
1,7308,5,16,1,9,Multiple carriers
0,6961,6,13,16,2,Air India
1,26890,3,8,16,7,Jet Airways
0,8016,6,15,18,2,Jet Airways
0,7229,5,7,10,3,Jet Airways
1,54826,3,16,23,6,Jet Airways
1,10203,6,7,20,13,Multiple carriers
1,16736,3,20,8,11,Jet Airways
1,15149,5,14,23,9,Jet Airways
1,9663,5,21,9,12,Jet Airways
1,8425,5,5,6,25,Air India
0,4804,4,15,17,2,IndiGo
1,5117,4,12,9,20,Air India
1,11087,3,18,12,17,Jet Airways
1,9134,3,5,15,9,IndiGo
2,13591,5,20,19,23,Air India
1,15353,3,10,19,8,Multiple carriers
1,8610,5,20,20,24,Vistara
0,5201,6,14,17,3,Air India
2,19266,3,5,4,22,Jet Airways
0,4668,6,7,9,2,Vistara
0,4804,6,11,14,2,Air India
0,6015,5,5,8,3,IndiGo
2,13882,6,9,4,19,Jet Airways
1,14571,6,18,19,24,Jet Airways
2,24528,3,17,1,7,Multiple carriers
1,10262,6,17,12,19,Jet Airways
2,13029,5,9,4,18,Jet Airways
1,5409,6,17,22,4,SpiceJet
1,10577,6,20,19,22,Jet Airways
0,4340,3,11,14,2,Jet Airways
2,8839,5,17,9,16,Air India
1,4226,5,19,23,3,IndiGo
1,10262,6,2,12,10,Jet Airways
0,4804,6,22,0,2,IndiGo
1,14069,3,11,22,11,Air India
1,10123,5,23,4,5,IndiGo
0,7801,3,10,12,2,Multiple carriers
1,13062,3,11,21,9,Multiple carriers
0,7171,6,17,19,2,Jet Airways
1,15136,3,9,15,6,Multiple carriers
1,8669,5,7,19,12,Air India
1,13759,3,21,23,26,Jet Airways
1,5830,4,8,13,4,SpiceJet
1,8372,5,20,19,23,Air India
2,11245,3,8,15,7,Jet Airways
0,4729,3,5,8,2,Air India
1,5069,5,8,13,4,IndiGo
0,7229,4,18,22,3,Jet Airways
0,1759,4,22,0,1,SpiceJet
0,6961,5,10,12,2,Air India
1,12547,3,5,8,26,Jet Airways
0,3100,5,13,15,1,Air India
0,5277,5,22,0,2,IndiGo
1,6628,5,9,1,16,IndiGo
2,14237,6,18,12,18,Jet Airways
1,10262,6,13,19,6,Jet Airways
2,11942,6,18,19,24,Air India
2,11458,6,9,1,15,Jet Airways
0,3100,4,6,7,1,Air India
1,6442,5,6,16,9,IndiGo
1,6171,4,5,16,11,SpiceJet
1,14848,5,13,19,6,Jet Airways
1,14781,5,8,16,7,Jet Airways
0,4823,4,18,21,2,IndiGo
1,14388,5,6,12,5,Jet Airways
0,4991,5,21,0,2,SpiceJet
1,5192,5,7,23,15,Air Asia
1,10844,5,20,9,13,Jet Airways
1,9103,5,10,19,8,Multiple carriers
1,8266,5,10,19,8,Multiple carriers
2,6565,3,7,9,26,Air India
2,14960,5,9,23,13,Air India
1,14714,6,21,4,6,Jet Airways
2,8603,6,12,19,7,Air India
1,16079,6,21,4,6,Jet Airways
1,7690,6,9,9,23,Air India
1,9663,5,20,9,13,Jet Airways
0,3850,6,7,10,2,IndiGo
1,6383,3,10,22,12,Air India
0,3597,5,8,10,2,SpiceJet
0,4777,3,4,6,2,IndiGo
2,15129,5,19,19,23,Jet Airways
0,3850,5,7,10,2,IndiGo
1,14714,6,14,19,5,Jet Airways
1,6883,3,13,21,8,Multiple carriers
0,3873,6,22,0,2,SpiceJet
1,10844,5,20,9,13,Jet Airways
1,7174,5,17,23,5,Multiple carriers
0,4332,5,11,14,2,IndiGo
0,3702,5,15,18,2,Jet Airways
1,8352,3,15,20,4,GoAir
1,10262,6,9,12,27,Jet Airways
1,8371,3,7,19,11,Multiple carriers
1,9663,5,18,10,15,Jet Airways
0,4174,4,11,14,2,IndiGo
0,4409,6,10,12,2,Air Asia
1,5607,3,16,20,4,IndiGo
2,8367,3,10,4,17,Jet Airways
0,4174,4,11,14,2,IndiGo
1,12452,3,8,4,20,Jet Airways
1,6442,6,6,22,15,IndiGo
1,14871,3,11,21,9,IndiGo
0,4823,6,18,21,2,IndiGo
0,5403,4,9,12,2,IndiGo
2,15129,5,19,12,17,Jet Airways
0,6216,6,14,17,3,IndiGo
1,14486,3,7,15,8,Multiple carriers
0,4544,4,17,20,3,Jet Airways
1,12284,3,7,16,9,Jet Airways
2,13169,3,6,9,27,Air India
1,5073,4,16,21,5,IndiGo
0,4823,4,18,21,2,IndiGo
0,5613,4,19,22,2,Vistara
0,4145,6,20,23,2,Jet Airways
1,14053,3,19,4,9,Jet Airways
3,10573,3,12,23,11,Air India
0,4591,4,23,2,2,IndiGo
0,6094,6,5,8,2,Air India
1,13378,3,9,19,10,Multiple carriers
0,7229,4,17,20,3,Jet Airways
0,3332,3,17,20,2,Jet Airways
2,11869,3,18,18,24,Jet Airways
0,1965,6,22,0,1,IndiGo
1,10844,6,18,20,25,Jet Airways
0,12649,3,21,0,2,IndiGo
1,14571,6,18,12,17,Jet Airways
2,18485,6,17,1,7,Multiple carriers
1,14714,6,21,4,6,Jet Airways
1,7064,5,10,17,7,Jet Airways
0,2575,3,21,22,1,Air India
0,7229,4,17,20,3,Jet Airways
0,4409,4,19,22,2,Air Asia
1,12242,3,18,4,10,Jet Airways
1,5583,6,15,22,6,SpiceJet
0,4423,4,6,8,2,IndiGo
0,4622,3,17,19,2,SpiceJet
2,13227,5,16,8,16,Air India
1,6386,6,2,7,5,IndiGo
1,6781,3,8,21,13,Air India
0,5228,5,13,16,2,Air India
1,12192,6,7,19,12,Multiple carriers
1,16736,3,16,5,12,Jet Airways
0,7295,3,19,21,2,Jet Airways
1,12898,5,15,19,28,Air India
1,5963,3,17,4,10,Jet Airways
1,9187,5,7,9,25,Vistara
0,3807,5,22,1,2,Air Asia
0,3543,6,9,12,2,Jet Airways
0,4823,4,20,22,2,IndiGo
1,12898,5,7,12,5,Jet Airways
1,8586,5,6,4,22,IndiGo
0,4777,3,6,8,2,IndiGo
1,6076,3,13,22,9,Multiple carriers
1,8586,5,6,10,27,Jet Airways
1,6800,3,6,12,5,Jet Airways
1,7354,6,11,19,7,Multiple carriers
1,12898,5,13,12,23,Jet Airways
0,7171,5,17,19,2,Air India
1,10844,5,21,9,12,Jet Airways
2,14483,3,5,19,37,Air India
1,5241,4,2,7,5,IndiGo
0,3311,5,5,8,2,SpiceJet
0,6934,5,14,17,3,IndiGo
1,6442,6,7,22,14,IndiGo
2,12940,6,18,19,24,Air India
1,9663,5,14,9,19,Jet Airways
0,6121,4,17,19,2,Air India
0,3841,4,17,19,2,SpiceJet
1,10623,5,17,20,26,Air India
0,7229,6,19,22,3,Jet Airways
1,6723,6,7,22,15,Multiple carriers
1,7317,6,15,22,6,SpiceJet
2,11762,3,7,19,36,Air India
0,3687,5,7,9,2,Vistara
0,1965,5,22,0,1,SpiceJet
0,5911,4,13,16,2,Air India
0,4462,3,20,23,2,IndiGo
1,9345,5,20,18,22,Vistara
1,14151,5,20,18,21,Jet Airways
1,6922,4,10,19,9,GoAir
0,5601,6,5,8,3,IndiGo
0,6138,3,9,12,2,Vistara
1,6147,6,15,20,4,IndiGo
1,7308,5,17,1,8,Multiple carriers
1,4859,4,15,20,5,Jet Airways
0,6860,3,1,4,2,IndiGo
1,15764,3,19,4,8,Jet Airways
0,4777,3,6,8,2,IndiGo
1,15554,5,19,19,23,Jet Airways
2,10368,6,5,19,13,Jet Airways
1,17024,3,18,19,25,Jet Airways
1,13941,5,8,16,7,GoAir
1,13587,6,10,21,11,Multiple carriers
1,12373,5,15,19,28,IndiGo
1,14871,3,17,1,8,IndiGo
1,6810,6,22,10,12,Air Asia
1,12121,5,20,21,24,Jet Airways
2,13029,5,5,4,22,Jet Airways
1,12373,5,19,12,16,Jet Airways
2,9653,6,12,7,19,IndiGo
1,7005,6,6,21,15,Multiple carriers
1,22270,3,8,7,23,Air India
2,9653,6,19,19,23,Air India
1,12327,3,2,15,13,Multiple carriers
0,3919,4,21,0,2,SpiceJet
1,7503,5,15,1,10,IndiGo
1,9314,5,17,14,21,Jet Airways
0,4049,6,9,10,1,Jet Airways
1,16287,3,8,19,11,Multiple carriers
0,4823,5,18,21,2,Jet Airways
0,4995,5,2,4,1,Air Asia
1,14408,3,12,12,24,Jet Airways
1,5232,4,17,23,5,Air India
1,8066,4,9,21,11,Jet Airways
1,14388,5,20,19,23,Jet Airways
0,4082,3,22,1,2,Air Asia
0,4804,6,4,7,2,IndiGo
1,10262,6,18,19,24,IndiGo
0,3625,5,13,15,1,Air India
1,5162,5,6,10,3,IndiGo
2,10283,3,5,19,38,Air India
1,13941,5,8,4,20,Jet Airways
0,3873,5,22,0,2,Air India
1,18192,3,12,1,12,Multiple carriers
1,12898,5,21,19,21,Jet Airways
1,10791,6,11,19,7,Multiple carriers
0,11598,3,9,12,2,Vistara
1,12898,5,14,4,14,Jet Airways
2,10976,3,19,4,9,Jet Airways
0,5615,3,5,8,2,Air Asia
1,14231,3,18,4,9,Jet Airways
1,5386,5,17,22,4,IndiGo
2,10118,6,6,20,14,Jet Airways
2,18804,6,11,19,7,Jet Airways
1,12121,5,9,23,14,Jet Airways
1,9397,5,7,22,15,Vistara
1,10262,6,21,19,21,Jet Airways
0,3100,6,21,22,1,Air India
1,14781,5,16,23,7,Air India
1,13542,3,15,1,10,SpiceJet
1,11200,6,11,19,7,Multiple carriers
1,5170,5,15,20,4,IndiGo
0,4668,5,7,9,2,Vistara
1,7174,5,6,23,16,Air India
2,15129,5,19,4,8,Jet Airways
1,14151,5,20,18,21,Jet Airways
1,15434,3,11,23,12,Air India
1,10246,3,17,12,19,Air India
1,10844,6,8,16,7,Jet Airways
2,12410,6,20,4,8,Jet Airways
1,6643,5,8,17,8,SpiceJet
1,10262,6,9,19,10,Jet Airways
0,3873,5,22,0,2,SpiceJet
1,14848,6,13,19,6,Multiple carriers
2,10441,6,22,19,21,Air India
0,4575,5,9,10,1,IndiGo
1,14714,6,20,4,7,Jet Airways
1,6069,6,16,21,5,IndiGo
0,7229,6,11,14,2,Jet Airways
1,13941,5,16,23,7,Jet Airways
1,9899,6,6,18,11,Air India
1,5192,5,7,23,15,Air Asia
1,11200,6,10,19,8,Multiple carriers
0,5586,3,14,17,2,Vistara
2,8938,3,7,21,14,Multiple carriers
2,13014,6,5,4,22,Jet Airways
1,5842,5,7,13,6,GoAir
1,10509,3,19,0,5,Jet Airways
0,3943,6,4,6,2,IndiGo
1,6451,6,16,7,14,Air Asia
1,10262,6,14,19,5,Jet Airways
1,13587,6,9,21,12,Multiple carriers
0,3841,4,14,17,2,SpiceJet
1,10791,6,6,12,6,Multiple carriers
0,4804,6,9,12,2,IndiGo
2,13029,5,5,19,13,Jet Airways
1,6643,6,8,17,8,SpiceJet
1,12242,3,11,18,7,Jet Airways
1,7318,5,9,1,16,IndiGo
0,3841,6,9,11,2,SpiceJet
1,9526,6,8,19,10,Multiple carriers
1,6442,6,7,16,8,IndiGo
2,15129,5,19,19,23,Jet Airways
2,12646,6,5,19,13,Air India
1,14714,6,18,19,24,Jet Airways
0,4049,6,9,10,1,IndiGo
1,10262,6,20,4,7,Jet Airways
1,8977,4,17,22,5,Vistara
1,14231,3,16,9,16,IndiGo
1,9404,6,9,19,10,Air India
1,12121,5,9,23,14,Jet Airways
1,13759,3,19,23,27,Jet Airways
0,4145,4,20,23,2,Jet Airways
0,4804,6,17,19,2,SpiceJet
0,4282,5,4,7,2,Jet Airways
1,8475,6,6,21,15,Multiple carriers
1,10877,6,7,19,11,SpiceJet
1,5386,5,17,22,4,IndiGo
0,5678,3,7,8,1,Jet Airways
2,10368,6,5,4,22,Jet Airways
1,8586,5,21,10,12,Jet Airways
0,3873,6,22,0,2,SpiceJet
1,13017,4,17,1,8,Multiple carriers
0,7229,5,11,14,2,Multiple carriers
0,5694,3,4,6,2,IndiGo
1,7064,4,16,18,25,Jet Airways
0,6860,3,1,4,2,IndiGo
2,15318,5,20,4,8,Jet Airways
2,11911,5,5,7,25,Air India
2,16263,5,20,4,8,Jet Airways
0,3841,4,14,17,2,SpiceJet
1,8064,3,5,10,4,Air India
0,4804,6,17,19,2,IndiGo
0,3257,5,5,8,2,SpiceJet
1,10262,6,11,19,7,Jet Airways
0,4174,4,20,22,2,IndiGo
3,15629,6,11,21,9,Multiple carriers
1,9663,5,8,12,27,Jet Airways
1,5684,6,17,1,8,IndiGo
0,4077,5,1,4,2,IndiGo
1,9646,6,9,22,12,Multiple carriers
1,6136,3,9,14,4,Jet Airways
1,15058,6,7,19,12,Multiple carriers
1,8366,5,9,7,22,Air India
0,4668,6,7,9,2,Jet Airways
2,12488,6,12,19,30,Air India
1,13082,3,6,19,12,Jet Airways
1,14676,6,9,22,12,Jet Airways
0,4823,5,7,10,2,IndiGo
2,13014,6,19,4,8,Jet Airways
2,12341,3,5,18,37,Jet Airways
1,9345,5,7,23,16,Vistara
0,4332,5,11,14,2,IndiGo
1,6818,6,5,12,7,IndiGo
1,13817,3,7,23,16,Jet Airways
1,6148,3,7,15,8,Multiple carriers
1,7280,3,19,0,5,IndiGo
1,8422,3,6,13,7,IndiGo
0,5510,4,14,16,2,Air India
1,9264,3,18,1,7,IndiGo
1,10262,6,2,12,10,Jet Airways
2,8938,3,19,18,23,Jet Airways
1,11077,3,11,9,22,Air India
2,13376,6,14,4,13,Jet Airways
1,16736,3,11,8,20,Jet Airways
0,4667,5,11,13,2,IndiGo
0,3597,6,13,15,2,IndiGo
1,15603,3,7,15,8,Multiple carriers
0,4077,5,6,8,2,IndiGo
2,15339,6,13,19,29,IndiGo
0,5224,4,11,14,2,IndiGo
0,7229,6,11,14,2,Jet Airways
1,8586,5,6,10,27,Jet Airways
1,10262,6,15,12,21,Vistara
2,13486,5,10,19,8,Air India
0,8872,3,20,23,2,IndiGo
1,6442,4,8,16,7,IndiGo
1,15554,5,13,19,6,IndiGo
0,3597,6,17,20,2,SpiceJet
2,6494,3,11,21,9,IndiGo
0,4784,3,16,18,1,Jet Airways
0,2050,3,13,15,1,SpiceJet
0,11005,3,22,0,1,SpiceJet
1,9001,5,11,19,7,Multiple carriers
0,4667,6,11,13,2,Air India
0,3858,3,19,21,2,Vistara
0,3625,4,21,0,2,IndiGo
1,5636,5,7,12,5,IndiGo
0,5510,5,14,16,2,Air India
2,14300,6,12,19,30,Jet Airways
1,8372,6,21,7,10,Air India
1,10156,6,11,18,7,SpiceJet
0,4423,6,5,8,2,IndiGo
0,1965,6,13,14,1,SpiceJet
1,7064,4,18,22,27,Jet Airways
1,10261,6,8,19,10,Multiple carriers
2,13899,5,10,5,19,Air India
1,15288,3,19,1,6,Multiple carriers
1,13712,3,8,9,24,Jet Airways
2,8603,6,12,19,7,Air India
1,13377,6,13,1,12,Multiple carriers
0,7673,3,5,8,3,IndiGo
1,13587,6,9,21,12,Multiple carriers
2,19644,5,11,19,7,Jet Airways
0,4174,4,15,17,2,IndiGo
1,7198,6,19,1,6,Multiple carriers
1,12692,6,9,18,8,Jet Airways
2,46490,3,20,4,8,Jet Airways Business
0,4441,3,21,23,2,Air India
1,14781,5,14,22,8,Jet Airways
1,12692,6,9,9,24,Jet Airways
2,10368,6,19,12,17,IndiGo
1,14571,5,14,19,5,Jet Airways
0,7931,3,14,17,3,Air India
0,3943,5,10,13,2,IndiGo
0,3573,6,5,8,2,SpiceJet
1,10539,6,9,22,12,Jet Airways
1,9779,6,9,19,10,Multiple carriers
1,8065,3,9,9,24,Air India
1,17261,3,20,9,12,Jet Airways
2,10151,6,12,18,30,Air India
1,12327,3,15,1,10,Multiple carriers
0,6961,6,17,19,2,Air India
1,14042,3,6,9,27,Air India
0,3943,6,23,2,2,IndiGo
0,4319,5,21,0,2,SpiceJet
1,8266,6,7,19,11,Multiple carriers
1,12898,5,19,4,8,Jet Airways
0,3739,3,7,9,2,Vistara
1,9424,5,19,1,6,Multiple carriers
0,4878,6,17,19,2,Multiple carriers
1,13377,6,10,1,15,Multiple carriers
2,13029,5,9,4,18,Jet Airways
0,3850,6,7,10,2,IndiGo
3,14960,5,9,23,13,Air India
1,14676,6,17,23,6,Jet Airways
1,10678,6,4,12,7,Jet Airways
2,13376,6,6,4,21,Jet Airways
0,3873,4,9,11,2,SpiceJet
0,7229,5,18,22,3,Jet Airways
1,8266,6,10,19,8,Multiple carriers
1,13941,5,5,8,26,Jet Airways
0,4966,3,21,23,2,Air India
0,3543,6,8,10,2,SpiceJet
1,8784,3,6,21,14,IndiGo
1,14714,6,15,4,13,Jet Airways
0,3841,6,17,19,2,SpiceJet
1,6069,6,16,21,5,IndiGo
0,3971,4,5,8,2,SpiceJet
1,13587,6,11,21,9,Multiple carriers
1,13502,3,14,5,15,Jet Airways
1,13941,5,21,4,7,Jet Airways
0,8016,6,17,20,3,Jet Airways
1,7228,5,21,2,5,IndiGo
1,10844,5,18,23,28,Jet Airways
2,12273,3,6,4,22,Air India
1,10262,6,22,12,13,Jet Airways
1,6628,5,18,1,6,GoAir
1,6007,6,10,21,10,Multiple carriers
1,14781,5,6,18,11,Jet Airways
0,5469,3,20,23,2,SpiceJet
0,3873,6,6,9,2,SpiceJet
1,8586,5,6,4,22,Jet Airways
1,5069,5,8,13,4,IndiGo
0,6297,3,19,21,2,IndiGo
0,3841,5,6,9,2,IndiGo
0,4030,5,11,14,2,Jet Airways
1,7064,4,20,22,26,Jet Airways
1,9663,5,21,9,12,Jet Airways
1,12681,4,20,18,22,SpiceJet
1,8529,6,18,10,15,Jet Airways
0,5403,4,9,12,2,Vistara
2,20416,3,6,7,24,Air India
0,2754,6,19,20,1,IndiGo
1,6381,5,8,17,8,Jet Airways
1,14388,5,6,12,5,Jet Airways
2,10991,5,5,8,27,Air India
1,13941,5,20,10,14,Jet Airways
1,6152,5,7,22,14,Air Asia
1,7480,6,5,6,25,Air India
0,4423,4,5,8,2,SpiceJet
0,5201,4,5,8,2,Air India
0,3919,6,21,0,2,SpiceJet
1,9345,5,7,20,13,Vistara
0,3332,3,8,10,2,SpiceJet
0,6961,6,10,12,2,Air India
0,3873,5,6,9,2,SpiceJet
0,4804,6,20,22,2,IndiGo
2,13366,3,5,22,16,Air India
2,8656,3,16,19,26,IndiGo
1,13941,5,6,4,22,Jet Airways
1,8610,5,7,20,13,Vistara
1,6381,5,8,17,8,SpiceJet
1,11098,6,4,19,14,Multiple carriers
1,14189,3,20,4,7,Jet Airways
2,6117,6,9,11,25,Jet Airways
1,10844,5,16,18,25,Jet Airways
1,6818,6,5,12,7,IndiGo
0,4804,6,21,0,2,IndiGo
0,5224,6,15,17,2,IndiGo
1,7804,5,15,21,5,SpiceJet
1,12692,6,17,14,21,Jet Airways
1,18959,3,8,19,10,Air India
2,12777,6,17,19,26,Air India
1,6785,3,7,19,11,Air Asia
1,6017,3,21,4,6,Jet Airways
1,14871,3,6,13,6,IndiGo
1,13377,6,13,1,12,Multiple carriers
1,10844,5,8,16,7,Jet Airways
1,9134,3,8,15,7,Jet Airways
1,17471,3,21,19,21,Jet Airways
0,3971,4,21,0,2,SpiceJet
1,17024,3,9,18,9,Jet Airways
0,3573,5,21,0,2,IndiGo
1,9663,5,6,9,26,Jet Airways
1,10262,6,14,4,14,Jet Airways
1,17267,3,7,15,8,Multiple carriers
1,12192,6,8,19,11,Multiple carriers
0,6688,3,6,9,3,Vistara
1,13339,3,6,23,16,Jet Airways
2,10278,3,4,21,16,IndiGo
1,4864,5,7,12,5,IndiGo
1,8844,5,11,18,7,SpiceJet
1,7485,5,12,1,12,Multiple carriers
2,8839,6,13,9,20,Air India
1,5162,5,6,10,3,Air Asia
3,10493,5,5,19,38,Air India
1,6955,3,22,13,15,Air India
1,14571,6,20,16,20,Jet Airways
0,4878,6,17,19,2,Vistara
1,6534,5,21,2,5,IndiGo
1,12373,5,20,12,15,Jet Airways
1,7832,3,7,16,9,Jet Airways
2,8603,5,12,7,19,Air India
0,4340,3,11,14,2,GoAir
1,5140,4,7,13,6,GoAir
1,14571,6,20,18,22,Jet Airways
0,3739,3,7,9,2,Vistara
0,6881,3,5,8,2,Air India
0,7648,3,22,1,2,IndiGo
0,2385,3,13,14,1,SpiceJet
1,14571,6,14,23,9,Jet Airways
0,5613,5,21,23,2,Vistara
0,5674,3,5,8,2,Air India
1,7514,3,8,16,7,IndiGo
1,11654,3,9,16,6,Jet Airways
1,10844,5,14,22,8,Air Asia
1,15400,3,9,18,9,Jet Airways
1,10262,6,13,19,6,Air India
2,13029,5,19,4,8,Jet Airways
2,11432,5,8,20,12,Air India
1,9663,5,21,4,7,Jet Airways
1,10703,5,20,14,18,Jet Airways
2,15107,6,14,8,18,Air India
2,13217,6,9,5,20,Air India
1,7198,6,17,1,8,Multiple carriers
0,8016,3,18,21,2,Jet Airways
1,6147,5,2,7,5,IndiGo
1,6356,4,8,13,4,SpiceJet
0,4804,6,17,19,2,IndiGo
2,7662,5,5,13,7,Air India
2,13292,6,9,4,18,Jet Airways
1,7084,3,16,22,6,SpiceJet
0,5277,5,22,0,2,Multiple carriers
2,12273,3,6,4,22,Jet Airways
0,4878,6,9,12,2,Vistara
1,5351,3,6,11,5,Vistara
1,10877,6,7,19,11,Multiple carriers
0,6860,3,10,13,2,Jet Airways
0,3597,6,14,17,2,IndiGo
1,7677,6,8,19,10,Multiple carriers
1,10844,5,18,23,28,Jet Airways
3,13387,3,6,18,35,Air India
0,6216,6,6,9,3,Jet Airways
1,13994,6,17,23,6,Jet Airways
1,12242,3,19,4,8,Jet Airways
2,11507,6,5,19,13,Jet Airways
1,7832,3,20,7,11,Jet Airways
1,7894,3,5,10,5,IndiGo
0,3573,6,5,8,2,IndiGo
0,4377,3,20,23,2,SpiceJet
1,14848,6,11,19,7,Multiple carriers
1,15434,3,11,13,25,Air India
1,6093,4,7,16,9,Multiple carriers
1,9794,5,6,19,13,Multiple carriers
0,4544,5,15,18,2,SpiceJet
2,21219,5,11,19,7,Jet Airways
1,12677,3,17,9,16,Air India
0,7229,3,19,22,2,Jet Airways
1,10981,3,17,8,15,Jet Airways
1,14053,3,18,18,24,Air India
1,13626,6,14,20,6,Jet Airways
0,3943,6,13,15,2,IndiGo
0,3841,6,17,19,2,SpiceJet
1,12373,5,10,12,26,Jet Airways
0,8033,3,4,6,2,IndiGo
1,12898,5,9,12,27,Jet Airways
1,7191,5,7,21,13,IndiGo
1,14714,6,2,12,10,Jet Airways
2,6643,3,19,18,23,Jet Airways
0,6216,4,14,17,3,Vistara
0,4804,5,17,19,2,IndiGo
2,8098,3,5,19,38,Jet Airways
1,26890,3,11,0,13,Jet Airways
1,7005,6,10,21,10,Multiple carriers
0,8541,6,18,22,3,Jet Airways
1,7155,6,10,19,8,Multiple carriers
0,4423,4,4,6,2,IndiGo
1,12898,5,2,19,16,Jet Airways
1,6853,5,20,7,10,Air Asia
1,8372,6,21,7,10,Air India
2,13381,6,20,19,23,Air India
1,8452,6,20,10,14,Jet Airways
0,3100,6,19,20,1,Air India
0,3311,5,5,8,2,SpiceJet
1,12537,3,13,21,8,Multiple carriers
1,13961,3,2,13,11,Multiple carriers
0,3943,4,4,6,2,Multiple carriers
2,15439,4,11,19,7,Jet Airways
0,7229,4,8,11,3,Air India
0,7229,6,19,22,3,Jet Airways
1,5073,3,16,21,5,IndiGo
0,4823,6,8,11,2,IndiGo
1,9397,6,7,9,25,Vistara
2,13227,5,9,8,23,Air India
1,10657,3,5,22,16,Air India
0,5678,6,2,4,1,Jet Airways
2,15129,5,13,19,29,Jet Airways
2,10919,6,14,4,13,Jet Airways
1,12898,6,7,12,5,Jet Airways
1,10953,4,9,21,11,Jet Airways
2,12392,6,17,19,26,Air India
1,7048,5,16,1,9,IndiGo
0,6985,3,15,17,2,IndiGo
0,4148,3,22,0,2,IndiGo
0,3873,5,22,0,2,SpiceJet
1,6316,6,16,1,9,IndiGo
1,13843,3,13,4,15,Jet Airways
1,10844,5,8,20,12,Jet Airways
1,14053,3,18,4,10,Jet Airways
1,14781,5,8,18,9,Jet Airways
0,4439,4,9,11,2,SpiceJet
1,10696,6,7,22,15,SpiceJet
0,4823,5,16,19,3,IndiGo
1,19225,3,7,13,6,Jet Airways
1,7670,5,10,21,10,Multiple carriers
2,15318,5,20,4,8,Air India
2,13014,6,5,4,22,Jet Airways
1,10844,5,21,20,23,Jet Airways
0,4804,4,14,16,2,IndiGo
2,10368,6,5,4,22,Jet Airways
1,10262,6,21,4,6,Jet Airways
0,3543,5,9,12,2,SpiceJet
0,4049,6,9,10,1,IndiGo
0,6565,3,17,20,2,IndiGo
2,6643,3,19,4,33,Jet Airways
0,2753,6,5,7,1,SpiceJet
1,13067,5,9,9,24,Jet Airways
1,14714,6,10,19,9,Jet Airways
0,4326,3,5,7,2,IndiGo
0,4423,4,10,13,2,IndiGo
1,10262,6,22,4,5,Jet Airways
1,7832,3,16,11,18,Jet Airways
1,7787,5,6,19,12,Multiple carriers
1,12214,3,7,12,5,IndiGo
1,12373,5,19,4,9,Jet Airways
1,14388,5,14,12,21,Jet Airways
0,4174,5,17,19,2,Jet Airways
0,4804,5,4,7,2,IndiGo
2,12819,6,19,19,23,Vistara
0,10216,3,13,16,2,Air India
1,4226,5,6,10,4,IndiGo
1,6093,6,6,21,14,IndiGo
1,9345,5,20,20,24,Air Asia
1,8066,5,20,23,27,Jet Airways
1,8224,6,15,21,5,SpiceJet
1,6781,3,8,8,24,Air India
1,9187,5,7,10,27,Vistara
1,4957,4,17,22,4,SpiceJet
1,6916,3,7,16,9,Multiple carriers
1,8586,5,20,4,8,Jet Airways
0,3943,6,13,15,2,IndiGo
0,8016,6,7,10,3,Jet Airways
1,8266,5,6,19,13,Multiple carriers
0,7229,6,19,22,3,Multiple carriers
1,8574,3,7,15,8,IndiGo
1,6358,3,7,21,14,Multiple carriers
2,13344,6,5,12,7,Jet Airways
0,4804,5,21,0,2,IndiGo
1,10844,5,16,23,7,Jet Airways
1,6117,5,19,4,9,Air India
0,5678,3,19,21,1,Jet Airways
1,10844,5,20,16,20,Jet Airways
1,11087,3,20,18,21,IndiGo
1,7199,3,8,19,11,Air India
2,13381,6,20,19,23,Air India
0,6094,4,5,8,2,Air India
